query,title,price,shipping_time,variable_prod,returns,shipping_price,ebay_article_id,prod_url,ebay_vendor,category,subcategory,product_state,product_sold_out_text
iphone 8 plus,Apple iPhone 8 Plus 64Gb Oro Plata Gris Espacial,"292,00 EUR",vie. 02 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 30 días, el vendedor paga el envío de la devolución",Rápido y gratis,203450301000,https://www.ebay.es/itm/203450301000?hash=item2f5e953a48%3Ag%3Ag6QAAOSwDd1go4f6&LH_BIN=1,ibertech,Movilesytelefonia,,Reacondicionado por el vendedor,
iphone 8 plus,MÓVIL APPLE IPHONE 8 PLUS 256GB LIBRE,"274,50 EUR",mié. 7 jul. y el vie. 9 jul.,,No se aceptan devoluciones,"6,50 EUR",234069946549,https://www.ebay.es/itm/234069946549?hash=item367fa7f0b5%3Ag%3ATHwAAOSwv6Rg0J1S&LH_BIN=1,roma-vincit,Movilesytelefonia,,Usado,
iphone 8 plus,APPLE IPHONE 8 8 PLUS 64GB 256GB SPACE GREY SILVER RED GOLD RICONDIONZATO USATO,"164,99 EUR",lun. 5 jul. y el vie. 23 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 30 días, el comprador paga los gastos de envío de la devolución","14,90 EUR",154460560588,https://www.ebay.es/itm/154460560588?_trkparms=ispr%3D1&hash=item23f6911ccc%3Ag%3AJ1YAAOSw4LhgomvO&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsStEKTPzZMfQmny3knR97t0LLv8Avt7bFxfIZhielvPSJ6529Y5mJYLod9lOJs8MYuZx9fjOArq23mx8TKPym0EMbirMrIoxQRv8lmuHRkAD7sQs0F2%252BsOZZEvrMs8GJhkzRhoqy4BI3noertEFOdLklAbKqDXjQxU3%252BoXfP9plbz%252FNmgb%252F4Cvv19b1Y74jSVV%252Bou0AOX%252FmnjW5ZL3H7D1iXmls2ZisGugFCpeSkxJPWHin6bP%252FPbrtX4YCsiyG12BspILTxTQsdgSTV5YaFvK%252BOPpmCJdDji2AwJsi4UTE1UxacOs%252FlTqOoDYH7AcnOJnT78QaVDjSFI8mgkaidw4pZ%252Bemh6E9Pm5ctEwHBF4nD3KhUuwdAEVtyN9z7FiLQlCCrw%252F208O%252FfZMKFCT6igvWuagTqXH2LHKGIvW3JYdL0MfR8OrWTPLzqOXuNknf5qoYqNInsaRkmRI3oLJtpXrudlYOkx8JPeGMSqYdY3kYj3lNi5ETGNSZv54oPoeWEWOAzrAUMpaV1swpB%252BXjthm%252FXHFBbv%252BO%252FtjnYyK7hP8nnftlfvC%252BSpsIHm6sT89tDX6Ut4cX5uWV97vwwhmxNllD563hMkFR2Pdp7w5feLm23QmEThnh9xCF74zMyqbi9X1dxsOZN0ht2EFBq6xb%252FjG8to7vSZPZD1HOvzrIxHCNLaCF8RnCVhbS0OypKliz7gmt4u4kF39EGi45K6SStQk%252Bp3iAPKCygEUBwFi7UeS3lJGbvBWOryb4oYHTLkw2wEMqqNW3PokfZKL2DIH7Eq2r%252FJEcRxvJfL7IsYNuOdlPVzTk9%252BVHYC399fYKxS9uizN%7Campid%3APL_CLK%7Cclp%3A2334524&LH_BIN=1,next-vision,Movilesytelefonia,,Reacondicionado por el vendedor,
iphone 8 plus,Apple Iphone 8 Plus 256GB libre+nuevo+ga,"359,00 EUR c/u",vie. 02 jul. ,,"reembolso de 30 días, el vendedor paga el envío de la devolución",Rápido y gratis,133110271032,https://www.ebay.es/itm/133110271032?hash=item1efdfd8c38%3Ag%3AkukAAOSwyQJcdfgc&LH_BIN=1,lulaury,Movilesytelefonia,,"Abierto, sin usar",
iphone 8 plus,Apple Iphone 8 Plus 64GB libre+nuevo+ga,"315,00 EUR",vie. 02 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 30 días, el vendedor paga el envío de la devolución",Rápido y gratis,133367620949,https://www.ebay.es/itm/133367620949?hash=item1f0d546555%3Ag%3AHz8AAOSwk%7Epedne8&LH_BIN=1,lulaury,Movilesytelefonia,,"Abierto, sin usar",
xiaomi redmi note 8 pro,Xiaomi Redmi note 10 Pro 8+128G Smartphone Snapdragon 732G AMOLED EU Version,"499,00 EUR",mié. 7 jul. y el jue. 8 jul.,"<span id=""sel-msku-variation"" style=""display:none"">585751794887</span>","reembolso de 30 días, el comprador paga los gastos de envío de la devolución",GRATIS,284198453146,https://www.ebay.es/itm/284198453146?_trkparms=ispr%3D1&hash=item422b8c3f9a%3Ag%3A%7ElcAAOSwyOpgd%7Eaw&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSwcmzw5CLtzTE60FqHcnq2GsD7SFUbc3wY3V1E6uAbqdCv%252Fg3Y4vAvuePkq5pWZNTR4ol718ECN0U36a%252F6b0nRiIVnXfpGaxu4BGMCZVffP9YizJ8C0LGV34omKRHw94gixy%252Bar%252FhUJvPcZ4Qa0h0Q6%252BoXogTJhOa8BcM%252F5wjcry3OaUc7CMf2QUE0fMdtn%252BSbZ3gigX4eOODMGU63AXHQxwdlec2AEnlAB2cJxsfJ6gdkcBjQ1wmovc0DismPrQXFlpzHgrhs3eysAE%252Fm7ynG4VZDklWZBr63QFGCmXtSZeYh3DbnQUaEYqOLMiv2eJ%252B7lskPZ6LsQZhGGDElA86zF23zKWJKMWEAD7uwxGiJ%252BheQo8fNlQaYOss%252Bx4G2Blg0qa04UQ311vKeRgiWl%252Bmt5Tz8g5Gip7HoTKjEamXtVkDhqvefJ%252F6KRUfFCdbJv1q8pqzxTviFb6imqStd3fK%252BunAi7oi9EZHGx7EwQq%252BDME60KIXlexTpCMe3%252BL7zDkkComN32KJJy0kmg%252BMEhMl1mOsBuh0Kv4Shml6KekUN9go5g0bUNMxxyTY7WhMzwy%252FQ8OwwkNPE3qBKScayOJm%252BRrpV4Yyv9IhOpM6Uxff0ELKbYNoqhfU3R54ED9cO6Us2%252B8o3d7a5bGhhkspMUDWq9a8hziyVp0lZW8Cx1KCTDfWD%252BImuyqEkZoq3PKXOtPZwtPbxUvuiDfVUWemsur1Q5gmOQ3ECj9%252FMD9zhyHY9bs5xcwDZAKPxkVn8Dbsd8nloTyYi0y%252BGjgk95JT77H52gIHHVxo6Zq28Oq4WLdCBon2eu8km2hMVWRZ9n20eNtL%7Campid%3APL_CLK%7Cclp%3A2334524&LH_BIN=1,shopmi-es,Movilesytelefonia,,Nuevo,
xiaomi redmi note 8 pro,Xiaomi Redmi Note 8 Pro Dual LTE 64GB 6GB RAM Pearl Blanco Nuevo Garantia,"198,00 EUR c/u",vie. 02 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución",Rápido y gratis,224490325557,https://www.ebay.es/itm/224490325557?hash=item3444aa8635%3Ag%3At3YAAOSwLBtg1EVK&LH_BIN=1,movilstore16,Movilesysmartphones,,Nuevo,
xiaomi redmi note 8 pro,Xiaomi Redmi Note8 Pro Smartphone 6/64 GB GARANZIA ITALIA ,"199,99 EUR",lun. 5 jul. y el vie. 23 jul. ,,No se aceptan devoluciones,"50,00 EUR",164875449133,https://www.ebay.es/itm/164875449133?hash=item266357b32d%3Ag%3ADQoAAOSwmI9gpi2B&LH_BIN=1,clalug31,Movilesytelefonia,,"Abierto, sin usar",
xiaomi redmi note 8 pro,Xiaomi redmi note 8 pro 64gb gris smartphone sin bloqueo SIM-estado bien,"159,00 EUR",mar. 6 jul. y el mié. 14 jul. ,,Los consumidores tienen derecho a devolver el artículo según las condiciones que aparecen más abajo,"17,70 EUR",402678286712,https://www.ebay.es/itm/402678286712?_trkparms=ispr%3D1&hash=item5dc17f0978%3Ag%3ASPYAAOSwagpgHQlR&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS%252BMKizvpuEDUfX4dvRWfUzfYSE0OPKaJR0MR3VQD2aJd87AcGi5cpfE%252FZn8HdWxDDgCXuzDWvVzjGxpEyn236Mx7p%252FUxhCgXAlunc3nb475i8YGd%252BHUW6lh%252BzlpUqUY8pkiNtDylldJetrhlkk2HR%252FnJSSzCDtuQlAkHkqIb4Cca%252BWfzLAN2BIZnyZFqWtefmmZvyac1aaTgtRt8cqDlSHyNR1pB1EgbnlkhheKeb%252BdAefZUgmkjAC6WIp%252FzKMHMFTUGdbzxTCtQYiEgtaGPzUiIsIglTRlWJ4RO5TWxpHjirG55xmt8vVbP%252Be8shEdxwActaIKQko7BA0Gcuu16fS5jjtI6VX0zUVyjOWsRTtxKJjxj%252Ft%252FHuA2zBpV53rZQEqbtEgEGp3f0hvH3sJrfMM%252BmxzuHB%252BHXBQsO%252FFLxbdZ1Oh%252FDetTQfzt5KtPKCoa34u7VDtLgdPcrAiyNz6ISqLDT3R9ICyf2%252FJveiS9crgG%252Fm4lQpHhihbmk2rmkj7Q0y2U1Qu3uGWhsgR8aDP%252F%252BaXF1pUcI4H8brtEmAh%252FN6wJAbjAue0LpH2gFFN3WwqWppKfp2RyFiMGzx23knrqbLmZMFv5Y7NWxlYZjnTVvFRpCqW%252Bs6WFvvw0zlePIe5CAlSxq%252F8RiZw%252B2%252FQlnNzSEjVEZwTYiR0JDrTax%252BSrJvFlk9OiAKuVY6t8MqCX1oJVzjndE8SRUapCd%252FzbAVKpHT%252Fg4aNR0gOhW%252F%252FFOwVXlnHT2MZlPIl5dDVwhmX9TdTW33SJP3Ex%252Blywo1VGkxv%252BNF31eXXGlHw%252BlI53X0rwayHaA68q9%252F8Fvk2zak%252BTheVwSk%7Campid%3APL_CLK%7Cclp%3A2334524&LH_BIN=1,myswooop,Movilesytelefonia,,Usado,
xiaomi redmi note 8 pro,Xiaomi Redmi Note 8 Pro - 6GB & 128GB - Mineral Grey (Global Version) (Dual SIM),"350,00 EUR",,,No se aceptan devoluciones,"10,00 EUR",194039862617,https://www.ebay.es/itm/194039862617?hash=item2d2dad5559%3Ag%3Ag0sAAOSwC-5gdxEf&LH_BIN=1,giampiermellin_0,Movilesytelefonia,,Nuevo,
xiaomi redmi note 8 pro,Xiaomi Redmi Note 8 Pro - 128GB - Negro (Libre) (Dual SIM),"199,00 EUR",,,No se aceptan devoluciones,,224050922955,https://www.ebay.es/itm/224050922955?hash=item342a79c5cb%3Ag%3AtjwAAOSwwJ5e7McW&LH_BIN=1,ambio-28,Movilesysmartphones,,"Abierto, sin usar",
xiaomi redmi note 8 pro,"Xiaomi redmi note 8 pro 64gb Ocean Blue nuevo Dual SIM 6,39"" smartphone celular OVP","267,00 EUR",vie. 2 jul. y el mié. 14 jul. ,,Los consumidores tienen derecho a devolver el artículo según las condiciones que aparecen más abajo,"33,99 EUR",164936915784,https://www.ebay.es/itm/164936915784?hash=item2667019b48%3Ag%3AGXAAAOSwwoleysHH&LH_BIN=1,agiop_it,Movilesytelefonia,,Nuevo,
xiaomi redmi note 8 pro,"Xiaomi redmi note 8 pro 128gb Ocean Blue nuevo Dual SIM 6,39"" smartphone celular OVP","280,00 EUR",vie. 2 jul. y el mié. 14 jul. ,,Los consumidores tienen derecho a devolver el artículo según las condiciones que aparecen más abajo,"33,99 EUR",164285732035,https://www.ebay.es/itm/164285732035?hash=item26403154c3%3Ag%3AGXAAAOSwwoleysHH&LH_BIN=1,agiop_it,Movilesytelefonia,,Nuevo,
xiaomi redmi note 8 pro,Xiaomi redmi note 8 pro 64gb [dual-sim] azul [sin bloqueo SIM] muy bien,"191,11 EUR",lun. 12 jul.  y el mar. 13 jul. ,,Los consumidores tienen derecho a devolver el artículo según las condiciones que aparecen más abajo,"14,49 EUR",303976447343,https://www.ebay.es/itm/303976447343?hash=item46c6687d6f%3Ag%3AmRsAAOSwsPRgiA2D&LH_BIN=1,yoused-gmbh,Movilesytelefonia,,Usado,
xiaomi redmi note 8 pro,Xiaomi Redmi 8 Pro - 128GB-Note Perla Blanco (Desbloqueado) Teléfono Inteligente (dual Sim),"231,24 EUR",vie. 9 jul. y el lun. 12 jul. ,,No se aceptan devoluciones,"13,67 EUR",124775827224,https://www.ebay.es/itm/124775827224?hash=item1d0d380718%3Ag%3A0JUAAOSwfORgyzhH&LH_BIN=1,yozdgioc_0,Movilesytelefonia,,"Abierto, sin usar",
xiaomi redmi note 8 pro,"Xiaomi redmi note 8 pro 128gb Pearl White nuevo Dual SIM 6,39"" smartphone OVP","280,00 EUR",vie. 2 jul. y el mié. 14 jul. ,,Los consumidores tienen derecho a devolver el artículo según las condiciones que aparecen más abajo,"33,99 EUR",164936902810,https://www.ebay.es/itm/164936902810?hash=item266701689a%3Ag%3A64QAAOSwr%7EZfCZjK&LH_BIN=1,agiop_it,Movilesytelefonia,,Nuevo,
xiaomi redmi note 8 pro,Xiaomi Redmi Note 8 Pro Dual SIM 128GB 6GB RAM White,"231,47 EUR",mié. 7 jul.,,"reembolso de 14 días, el comprador paga los gastos de envío de la devolución","6,95 EUR",324523916920,https://www.ebay.es/itm/324523916920?hash=item4b8f21fe78%3Ag%3AYysAAOSwmg1gUHi-&LH_BIN=1,tiendasigloxxi,Movilesysmartphones,,Nuevo,
xiaomi redmi note 8 pro,"Xiaomi redmi note 8 pro 64gb Pearl White nuevo Dual SIM 6,39"" smartphone OVP","259,00 EUR",vie. 2 jul. y el mié. 14 jul. ,,Los consumidores tienen derecho a devolver el artículo según las condiciones que aparecen más abajo,"33,99 EUR",164936902381,https://www.ebay.es/itm/164936902381?hash=item26670166ed%3Ag%3A64QAAOSwr%7EZfCZjK&LH_BIN=1,agiop_it,Movilesytelefonia,,Nuevo,
adidas superstar,"Adidas Originals ""Superestrella 80 s 'entrenador (B38000)","115,04 EUR",vie. 9 jul. y el mar. 13 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 30 días, el comprador paga los gastos de envío de la devolución","11,69 EUR",114380371375,https://www.ebay.es/itm/114380371375?_trkparms=ispr%3D1&hash=item1aa199f5af%3Ag%3AP30AAOSwxF1fSSuR&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSR84A%252FGMxXIqJzFmDq6lDLiZqbgEKXpdJ6BSzKoVv1k6GUk0FovMrvHo5JqihJfIbAn7nryvH8pON1Yi1xO2LjnQ38WITgeLYEXistN22glIdunmWOjO8N6edW3mASQNUfB%252FYF%252BvWumdrVmlhRHDZJXlBUXjQWTn2HTZHnM0F8ReXY04mIK87KYp4pQvgzxY5V3t0U2De3rSI0BbBOZC1ZItQmwUOuLtk4T24%252FuZfq4JQuJXWedhnnFJjC5CwrKtfz%252FZYfBCJCLJDNioW1A%252Bxa0tj9wP8tdmpZ9kkgw8I0p%252F5nfxEXdMs6cuEIn17hOWgVaOB8BJPLCjKmeDQaLPhdoBkGJiSZA2TEnC32iARe4OAGVIV0kBnu7rMFSZfCV%252Fyic0hJc7VqgUKN%252Flaf08J5XeaYdwrlE7gtBGfFw8mA4OADkbZuemhi0pTGOP5uoqJbewS5XqEZ%252FFiQsmRYwVKJigP%252BYSMR6K%252FEun%252FTd%252BjTLr%252BPysDNH5RsE1fiNtKSHHI5mSlRTb7PWkiI46KSw%252Bkv9KKCVryfjsU%252BAj7myieXReFgP2S%252BZVy%252FMUaH7NmzzLFnIrdYsbvvhR1TD%252BOzN8%252Fq7oDuPsNtYbq8CF5znJn6AmIAFLesnVzPAjFTSEIVqGoWUdTu4h%252FO2d8FeDy4FzR26053qwBwE1qIJw%252F4%252BWdu6o0ffwfuW8oE594nHTEY5FjCx0RO8DaqWvjOOTvUD4RAuWIdstg4Z8q8yuOX1L0WH6GDsNS84xop5ZP44ViWn0cyUo5avJxpOnMocWMRsCoZiJ8iC4R2POf7dHyPkFaf5nLsRI7FUhMMLDZdELz%252BTYF%7Campid%3APL_CLK%7Cclp%3A2334524&LH_BIN=1,shop-fashion,Calzadodehombre,,Nuevo en paquete,
adidas superstar,Adidas Superstar Talla 5 (38) Blanco Cuero Con Cordones Entrenadores,"19,75 EUR",vie. 9 jul. y el mar. 13 jul. ,,"reembolso de 14 días, el comprador paga los gastos de envío de la devolución","13,89 EUR",124183695034,https://www.ebay.es/itm/124183695034?_trkparms=ispr%3D1&hash=item1ce9ecceba%3Ag%3AOSgAAOSwHv1euXj5&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSxXDXcCydCuSj2Tq2S%252F3GngMGtpO8IxRz8fmu5M5dt5ksEogS5QGQzIFta%252Fn9dQ1Z9t8PcCAJbNReF5DfCQX4VdVI5A%252Bu%252FigY6FuCJeipYVgGyDaB%252BXLhvNyAxoFin3TwaQgT68OH%252FcicKxAfDFGoymP5Gu8c8XYu0w%252BdOJnuWMOQvvE97PMDA4EflZbKB7hyybQwPhvEARuZ3jVNtziHsfocECI%252FIkatTa4qjZUwq4xIuBgO%252F7NcP%252BHMVZnA%252F3iKR0iEoe%252BxTYzvP3oh4xTYbTJkNAr7%252BwbGj4LtawnlP56fTs8ZVan%252Bb3HQ5sjYXJza%252BQ4DXqwBc5348lfIWCiBWCDz5PfhqGzpQEEpPdwpbvDwWDeabqco75V1yg%252BI7UDTqwqMjxuRI%252B2rAhLcRIrDZgdB6WbuZTy1bWI36umIGcVXYpzuHDrWZxY8VzYRxd%252F94vR5rI%252FaYDJJH1AvQPn92H9Rg7xiJ268X4NMElSJCb4Ty%252FBTaSPE3DV3bYrsliJLmrhK1p1plEBbynIfDZLwf4Yj%252BOfo4rfK4K3%252Fm2A9JSqBHkZawL50q2%252F%252Bj5TMyQtdYO5m1%252B8vPJzYNheYaMPa%252BS9Cr3ewFCrPubgSIVZ1CGGk2WvSPQQazvzc7BFvoDL%252BtCY%252FrGxijhhJJ7d2uV5aUW4C2nVKDKBvLv44i6OqzhYHK9bpKnIEZzNIVvyjCuYq5ZhzVeMZ2hWZS1JHg1KU5TRJfUAP0xIVSK%252BADXD4Yv0ogaoy3a%252BJIKZ%252FfSoir1oSmpa8fICHnjOyapCn3v5fx51syyYXtjkiZ3IWxButul1WxyM8PMg2EWg1iVLzH1zP%7Campid%3APL_CLK%7Cclp%3A2334524&LH_BIN=1,pollyjellis,Calzadodemujer,,Usado,
adidas superstar,Adidas Originales Superstar Los Simpsons 'squishee' UK6.5 US7 EU40 H05789,"151,05 EUR",vie. 9 jul. y el mar. 13 jul. ,,No se aceptan devoluciones,"12,35 EUR",114870632555,https://www.ebay.es/itm/114870632555?hash=item1abed2c06b%3Ag%3AD8wAAOSwwgRgi-ii&LH_BIN=1,bheng03,Calzadodehombre,,Nuevo en paquete,
adidas superstar,Adi Dassler X consorcio Adidas Superstar 80s 10th aniversario Negro,"197,53 EUR",vie. 2 jul. y el jue. 15 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 30 días, el comprador paga los gastos de envío de la devolución","29,05 EUR",324430338405,https://www.ebay.es/itm/324430338405?hash=item4b898e1965%3Ag%3A6o8AAOSwCd9dLICX&LH_BIN=1,newera59fifty,Calzadodehombre,,Nuevo en paquete,
adidas superstar,UK11 Adidas Superstar 2 Triple Zapatillas Estilo Retro Blanco-G17609-EU46,"34,85 EUR",vie. 9 jul. y el lun. 12 jul. ,,"reembolso de 30 días, el comprador paga los gastos de envío de la devolución","10,24 EUR",224200484559,https://www.ebay.es/itm/224200484559?hash=item343363e6cf%3Ag%3AZ%7E0AAOSwVJ9fjXbh&LH_BIN=1,backscope,Calzadodehombre,,Usado,
adidas superstar,Zapatillas para hombre Blanco ADIDAS SUPERSTAR Size UK 7.5,"63,91 EUR",vie. 9 jul. y el mar. 13 jul. ,,No se aceptan devoluciones,"17,73 EUR",233206081662,https://www.ebay.es/itm/233206081662?hash=item364c2a687e%3Ag%3Aa9gAAOSwOANcjnbJ&LH_BIN=1,finchmister71,Calzadodehombre,,Usado,
adidas superstar,Adidas Lego Superstar Zapatillas Tamaño 9,"197,53 EUR",mar. 13 jul.  y el jue. 15 jul. ,,No se aceptan devoluciones,"13,19 EUR",174817031257,https://www.ebay.es/itm/174817031257?hash=item28b3e83459%3Ag%3AJrUAAOSwVBdg16M8&LH_BIN=1,stephanie-claire-webster,Calzadodehombre,,Nuevo en paquete,
adidas superstar,2020 Adidas Superstar UK8/US8.5 Negro blanco apagado Originals Nuevo Y En Caja Nuevo,"58,09 EUR",mié. 7 jul. y el sáb. 17 jul. ,,No se aceptan devoluciones,"16,27 EUR",255030590979,https://www.ebay.es/itm/255030590979?hash=item3b6101fe03%3Ag%3A0xQAAOSwUtZg103E&LH_BIN=1,marathonvintage,Calzadodehombre,,Nuevo en paquete,
adidas superstar,"Adidas Superstar ""Nube Blanco/Core Negro/Li"" Zapatillas Todas Las Tallas Stock Limitado","151,05 EUR",vie. 9 jul. y el mar. 20 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 30 días, el comprador paga los gastos de envío de la devolución","23,24 EUR",184817930958,https://www.ebay.es/itm/184817930958?hash=item2b0801d2ce%3Ag%3AUwoAAOSwvoJgky1B&LH_BIN=1,allaboutsneakersss,Calzadodehombre,,Nuevo en paquete,
adidas superstar,Adidas Superstar Tweed,"81,34 EUR",jue. 8 jul. y el lun. 12 jul. ,,No se aceptan devoluciones,"11,07 EUR",194179238133,https://www.ebay.es/itm/194179238133?hash=item2d35fc08f5%3Ag%3AJ7MAAOSwfLJguKWJ&LH_BIN=1,stuartlyons2005,Calzadodehombre,,Nuevo en paquete,
adidas superstar,Adidas Superstar Niñas/Zapatillas para mujer blanco y oro-UK Size 3.5,"15,09 EUR",mar. 13 jul.  y el jue. 15 jul. ,,No se aceptan devoluciones,"13,46 EUR",133775735991,https://www.ebay.es/itm/133775735991?hash=item1f25a7bcb7%3Ag%3AGW4AAOSwbEBgs5LE&LH_BIN=1,seller-jez1983,Calzadodemujer,,Usado,
adidas superstar,Para Hombre Adidas Originales Superstar MG Negro/Rosa Zapatillas (45C30) RRP £ 79.99,"65,06 EUR",mié. 7 jul. y el jue. 15 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 30 días, el comprador paga los gastos de envío de la devolución","16,26 EUR",333992241725,https://www.ebay.es/itm/333992241725?hash=item4dc37d2a3d%3Ag%3AO0AAAOSw7kpglP6m&LH_BIN=1,bigbrandoutlet2015,Calzadodehombre,,Nuevo en paquete,
adidas superstar,Adidas Superstar Zapatillas Para Hombre Blanco Talla 7.5 U. K Genuinos Auténticos,"20,90 EUR",mié. 14 jul.  y el lun. 19 jul. ,,No se aceptan devoluciones,"9,98 EUR",284349219040,https://www.ebay.es/itm/284349219040?hash=item423488c0e0%3Ag%3AEkwAAOSwkJdg2G5T&LH_BIN=1,all-sorts-and-more,Calzadodehombre,,Usado,
adidas superstar,Adidas Superstar Prada Negro Blanco UK7.5 US8 EU41.5,"464,78 EUR",vie. 9 jul. y el lun. 12 jul. ,,No se aceptan devoluciones,"18,06 EUR",114870634812,https://www.ebay.es/itm/114870634812?hash=item1abed2c93c%3Ag%3AovcAAOSw6zlgIcs0&LH_BIN=1,bheng03,Calzadodehombre,,Nuevo en paquete,
adidas superstar,Adidas Originals para hombre de cuero deportivo casual Superestrella Negro Blanco Zapatillas Zapatos,"52,28 EUR",vie. 16 jul.  y el mar. 3 ago.,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 14 días, el comprador paga los gastos de envío de la devolución","5,80 EUR",353538845031,https://www.ebay.es/itm/353538845031?hash=item52508ea967%3Ag%3AM6MAAOSw2bBgthqh&LH_BIN=1,deanruss_0,Calzadodehombre,,Nuevo en paquete,
adidas superstar,"Adidas Superstar ""Blanco/Core Negro/en la nube WH"" Zapatillas Todas Las Tallas Stock Limitado","145,24 EUR",vie. 9 jul. y el mar. 20 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 30 días, el comprador paga los gastos de envío de la devolución","23,24 EUR",184879610819,https://www.ebay.es/itm/184879610819?hash=item2b0baefbc3%3Ag%3Af9kAAOSwpUtgwWhF&LH_BIN=1,allaboutsneakersss,Calzadodehombre,,Nuevo en paquete,
adidas superstar,Adidas Original Superstar Zapatillas Unisex Negro Azul Blanco Talla 6 1/2 zapatos EU 40 Nuevo,"56,93 EUR",mié. 7 jul. y el sáb. 17 jul. ,,"reembolso de 14 días, el comprador paga los gastos de envío de la devolución","23,24 EUR",164937013136,https://www.ebay.es/itm/164937013136?hash=item2667031790%3Ag%3Ayd4AAOSwqrZg3GVe&LH_BIN=1,homeofgratitude,Calzadodehombre,,Nuevo en paquete,
adidas superstar,Adidas Superstar 80s Blanco (Goma Suela) Talla 7/40.5,"69,72 EUR",lun. 12 jul.  y el mié. 14 jul. ,,No se aceptan devoluciones,"15,74 EUR",254971650019,https://www.ebay.es/itm/254971650019?hash=item3b5d7e9fe3%3Ag%3AH5MAAOSwKYZglpG5&LH_BIN=1,freshnewstar,Calzadodehombre,,Usado,
adidas superstar,ADIDAS SUPERSTAR J SNEAKERS NERO FU7713,"59,85 EUR",jue. 8 jul. y el jue. 22 jul. ,"<span id=""sel-msku-variation"" style=""display:none"">-1</span>","reembolso de 30 días, el comprador paga los gastos de envío de la devolución","10,00 EUR",254970539323,https://www.ebay.es/itm/254970539323?_trkparms=ispr%3D1&hash=item3b5d6dad3b%3Ag%3Ak2cAAOSwH61glV0S&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSg3Ye8yTWgOW7pmE1t838dg%252B0hGYcigXNeyJmkwrVdVIMyt0wtKrHh3bW4TGqx6k3RrhFrTsbws1o8%252BcW5qz2CIdfEuBiN4sTq6HgBxq2j5TJtjZckNkfKwGUJlZ1Fjgrj97Jny1L6dtBePAqECZWMBw%252Bc8YlXXDiWoUzjpHfgGOoLqtxQvgIiJXcoHTknJK%252Bybf2Yzsmu9NxuydxstdybsbL%252FMi9j0EVeYtVj4krESKCSo%252BFi2rtjswJ%252BlVCnVtYTqmDMc09%252FLU%252FNx9TOYUzYFy9Y9AcvdLWgLisr9uWQIPMxxImQQb9csVhoAoqaSjyU5bS4CXCxDfvV0Eu7PqVJpB4MS%252FjCHyRDbfVnT2lRdP3rDZcuOEES6BCSPTJOb8xA6A%252B2E%252FeEH96kq9jS3mNdS0w2%252Fi0E%252FhOGiR3SEcAA%252FVaOxFwizi9encLW%252BADevJOVESdej3ihLLNtgHidl1MoGX3zBMT3qa4O2IbzjW51EQvlUvPC%252BFKTvscL%252BjzHJRN5OXLbMqZabZ3acLe6Qn%252BFAT8CkPWXIGmWr%252Fkt8gU6RPe2XRIg06KUV6pJnSRK6E6g7KiZg51brxS3zsQNsnybTItuiCnaQziSCaOeYC1xSvcq3pSRPkoYqG5fX8wgs9iL0TIN5UgINI7ZSSWWTlDPyCSH8I6HbfpnfH3jh8zraiEc4wgwxZ1IeFdPXYFpNLyqW6%252Bz%252FNDhell%252B6kQO09DaJkbrkprB4FiqYlX5Xn9d1wPlUDG9P5SeYk0SIRUvAHbL9Q%252ByHLeoB1d8%252FE1jQE6aaoRtFJW444ptwTyOojpO0%252BBilvtg6TuBOsL%252FdASE6UL%7Campid%3APL_CLK%7Cclp%3A2334524&LH_BIN=1,madeinsneakers,Calzadodehombre,,Nuevo en paquete,
adidas superstar,Adidas Originales Superstar mg Reino Unido 10 Core De Cuero Negro Blanco Skate,"98,77 EUR",lun. 12 jul.  y el mié. 14 jul. ,,No se aceptan devoluciones,"11,40 EUR",304048154534,https://www.ebay.es/itm/304048154534?hash=item46caaea7a6%3Ag%3AG8QAAOSwdCdfZNZr&LH_BIN=1,the_moshch,Calzadodehombre,,Nuevo en paquete,
